,balance,numofproducts,hascrcard,tenure,isactivemember,exited,creditscore,geography,gender,age,estimatedsalary,estimatedsalary_group,age_group,saving,saving_group,creditscore_group,numofproducts_scale,creditscore_scale,age_scale,gender_scale,geography_germany,geography_spain,age_group_21-23,age_group_24-31,age_group_32-44,age_group_45-60,age_group_above 60,numofproducts_1,numofproducts_2,numofproducts_3,numofproducts_4
129,0.0,2,0,7,0,0,828,france,female,41,171378.77,1.5 lakh - 2 lakh,32-44,0,no saving,above 800,0.3333333333333333,0.9560000000000001,0.3108108108108108,1,0,0,0,0,1,0,0,0,1,0,0
130,101827.07,1,0,9,0,0,770,france,male,24,167256.35,1.5 lakh - 2 lakh,24-31,1,1 lakh - 1.5 lakh,700-800,0.0,0.84,0.08108108108108109,0,0,0,0,1,0,0,0,1,0,0,0
131,0.0,2,1,3,1,0,758,france,female,34,124226.16,1 lakh - 1.5 lakh,32-44,0,no saving,700-800,0.3333333333333333,0.816,0.21621621621621623,1,0,0,0,0,1,0,0,0,1,0,0
132,130862.43,1,1,9,1,0,795,germany,female,33,114935.21,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.89,0.2027027027027027,1,1,0,0,0,1,0,0,1,0,0,0
133,122570.87,1,1,9,1,0,687,france,male,38,35608.88,20k - 50k,32-44,1,1 lakh - 1.5 lakh,650-700,0.0,0.674,0.27027027027027034,0,0,0,0,0,1,0,0,1,0,0,0
134,0.0,2,1,1,1,0,686,france,male,25,16459.37,1k - 20k,24-31,0,no saving,650-700,0.3333333333333333,0.672,0.09459459459459457,0,0,0,0,1,0,0,0,0,1,0,0
135,124828.46,2,1,7,1,0,789,germany,male,39,124411.08,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.878,0.2837837837837838,0,1,0,0,0,1,0,0,0,1,0,0
136,144895.05,2,1,5,1,0,589,germany,female,50,34941.23,20k - 50k,45-60,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.47799999999999987,0.4324324324324324,1,1,0,0,0,0,1,0,0,1,0,0
137,63663.93,1,1,5,1,0,461,germany,female,34,167784.28,1.5 lakh - 2 lakh,32-44,1,50k-1 lakh,below 650,0.0,0.22199999999999998,0.21621621621621623,1,1,0,0,0,1,0,0,1,0,0,0
138,133463.1,1,1,2,1,0,637,france,male,40,93165.34,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.574,0.2972972972972973,0,0,0,0,0,1,0,0,1,0,0,0
139,213146.2,1,0,2,0,1,584,spain,female,48,75161.25,50k - 1 lakh,45-60,1,above 2 lakh,below 650,0.0,0.46799999999999986,0.40540540540540543,1,0,1,0,0,0,1,0,1,0,0,0
140,129490.36,2,1,1,1,1,579,spain,female,35,8590.83,1k - 20k,32-44,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.45799999999999985,0.22972972972972977,1,0,1,0,0,1,0,0,0,1,0,0
141,137452.09,1,0,10,0,0,756,germany,male,44,189543.9,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.8119999999999999,0.35135135135135137,0,1,0,0,0,1,0,0,1,0,0,0
142,0.0,2,1,7,1,0,663,france,male,34,180427.24,1.5 lakh - 2 lakh,32-44,0,no saving,650-700,0.3333333333333333,0.626,0.21621621621621623,0,0,0,0,0,1,0,0,0,1,0,0
143,125851.93,1,1,5,1,0,682,france,female,43,193318.33,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,650-700,0.0,0.664,0.3378378378378379,1,0,0,0,0,1,0,0,1,0,0,0
144,0.0,1,0,2,0,1,793,spain,male,52,159123.82,1.5 lakh - 2 lakh,45-60,0,no saving,700-800,0.0,0.886,0.4594594594594595,0,0,1,0,0,0,1,0,1,0,0,0
145,40915.55,1,0,5,0,1,691,france,female,31,126213.84,1 lakh - 1.5 lakh,24-31,1,0-50k,650-700,0.0,0.682,0.1756756756756757,1,0,0,0,1,0,0,0,1,0,0,0
146,113157.22,1,1,5,1,0,485,spain,female,21,54141.5,50k - 1 lakh,21-23,1,1 lakh - 1.5 lakh,below 650,0.0,0.2699999999999999,0.040540540540540515,1,0,1,1,0,0,0,0,1,0,0,0
147,138296.94,2,0,8,0,0,635,spain,female,29,141075.51,1 lakh - 1.5 lakh,24-31,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.57,0.14864864864864863,1,0,1,0,1,0,0,0,0,1,0,0
148,106967.18,1,0,5,0,0,650,france,male,37,24495.03,20k - 50k,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.6,0.25675675675675674,0,0,0,0,0,1,0,0,1,0,0,0
149,120681.63,1,0,9,0,0,735,france,male,44,74836.34,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.7699999999999999,0.35135135135135137,0,0,0,0,0,1,0,0,1,0,0,0
150,0.0,2,1,0,1,0,416,france,male,32,878.87,below 1k,32-44,0,no saving,below 650,0.3333333333333333,0.132,0.1891891891891892,0,0,0,0,0,1,0,0,0,1,0,0
151,0.0,2,0,7,0,0,754,spain,female,32,89520.75,50k - 1 lakh,32-44,0,no saving,700-800,0.3333333333333333,0.8079999999999999,0.1891891891891892,1,0,1,0,0,1,0,0,0,1,0,0
152,0.0,1,0,9,0,1,535,france,female,48,149892.79,1 lakh - 1.5 lakh,45-60,0,no saving,below 650,0.0,0.37,0.40540540540540543,1,0,0,0,0,0,1,0,1,0,0,0
153,0.0,2,0,8,0,0,716,spain,male,42,180800.42,1.5 lakh - 2 lakh,32-44,0,no saving,700-800,0.3333333333333333,0.7319999999999999,0.3243243243243243,0,0,1,0,0,1,0,0,0,1,0,0
154,127609.59,1,0,2,0,0,539,france,male,37,98646.22,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.378,0.25675675675675674,0,0,0,0,0,1,0,0,1,0,0,0
155,0.0,2,1,6,1,0,614,france,female,43,109041.53,1 lakh - 1.5 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.5279999999999999,0.3378378378378379,1,0,0,0,0,1,0,0,0,1,0,0
156,0.0,1,0,7,0,1,706,spain,male,57,17941.16,1k - 20k,45-60,0,no saving,700-800,0.0,0.7119999999999999,0.527027027027027,0,0,1,0,0,0,1,0,1,0,0,0
157,0.0,2,0,7,0,0,758,france,female,33,82996.47,50k - 1 lakh,32-44,0,no saving,700-800,0.3333333333333333,0.816,0.2027027027027027,1,0,0,0,0,1,0,0,0,1,0,0
158,0.0,2,1,2,1,0,586,spain,female,28,92067.35,50k - 1 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.47199999999999986,0.13513513513513514,1,0,1,0,1,0,0,0,0,1,0,0
159,97259.25,1,1,6,1,0,646,france,female,73,104719.66,1 lakh - 1.5 lakh,above 60,1,50k-1 lakh,below 650,0.0,0.592,0.7432432432432432,1,0,0,0,0,0,0,1,1,0,0,0
160,123246.7,1,0,4,0,0,631,germany,female,33,112687.57,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.5619999999999999,0.2027027027027027,1,1,0,0,0,1,0,0,1,0,0,0
161,101060.25,1,1,6,1,0,717,spain,female,22,84699.56,50k - 1 lakh,21-23,1,1 lakh - 1.5 lakh,700-800,0.0,0.7339999999999999,0.05405405405405406,1,0,1,1,0,0,0,0,1,0,0,0
162,0.0,2,0,2,0,0,684,france,male,30,83473.82,50k - 1 lakh,24-31,0,no saving,650-700,0.3333333333333333,0.668,0.16216216216216217,0,0,0,0,1,0,0,0,0,1,0,0
163,108007.36,1,0,7,0,0,800,france,female,49,47125.11,20k - 50k,45-60,1,1 lakh - 1.5 lakh,700-800,0.0,0.9,0.4189189189189189,1,0,0,0,0,0,1,0,1,0,0,0
164,0.0,2,1,2,1,0,721,spain,female,36,106977.8,1 lakh - 1.5 lakh,32-44,0,no saving,700-800,0.3333333333333333,0.7419999999999999,0.24324324324324326,1,0,1,0,0,1,0,0,0,1,0,0
165,133702.89,1,0,0,0,1,683,spain,male,29,55582.54,50k - 1 lakh,24-31,1,1 lakh - 1.5 lakh,650-700,0.0,0.666,0.14864864864864863,0,0,1,0,1,0,0,0,1,0,0,0
166,125189.75,2,1,9,1,0,660,germany,male,31,139874.43,1 lakh - 1.5 lakh,24-31,1,1 lakh - 1.5 lakh,650-700,0.3333333333333333,0.62,0.1756756756756757,0,1,0,0,1,0,0,0,0,1,0,0
167,113034.22,1,0,7,0,1,704,germany,female,24,162503.48,1.5 lakh - 2 lakh,24-31,1,1 lakh - 1.5 lakh,700-800,0.0,0.7079999999999999,0.08108108108108109,1,1,0,0,1,0,0,0,1,0,0,0
168,109013.23,1,0,9,0,0,615,spain,female,41,196499.96,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.5299999999999999,0.3108108108108108,1,0,1,0,0,1,0,0,1,0,0,0
169,0.0,2,0,2,0,1,667,spain,female,39,40721.24,20k - 50k,32-44,0,no saving,650-700,0.3333333333333333,0.634,0.2837837837837838,1,0,1,0,0,1,0,0,0,1,0,0
170,57929.81,2,0,9,0,0,682,germany,male,24,53134.3,50k - 1 lakh,24-31,1,50k-1 lakh,650-700,0.3333333333333333,0.664,0.08108108108108109,0,1,0,0,1,0,0,0,0,1,0,0
171,130114.39,1,0,4,0,0,484,france,female,29,164017.89,1.5 lakh - 2 lakh,24-31,1,1 lakh - 1.5 lakh,below 650,0.0,0.2679999999999999,0.14864864864864863,1,0,0,0,1,0,0,0,1,0,0,0
172,95826.49,2,0,5,0,0,628,germany,male,27,155996.96,1.5 lakh - 2 lakh,24-31,1,50k-1 lakh,below 650,0.3333333333333333,0.5559999999999999,0.12162162162162166,0,1,0,0,1,0,0,0,0,1,0,0
173,129608.57,1,0,10,0,1,480,germany,male,44,5472.7,1k - 20k,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.2599999999999999,0.35135135135135137,0,1,0,0,0,1,0,0,1,0,0,0
174,169462.09,1,0,4,0,0,578,france,male,30,112187.11,1 lakh - 1.5 lakh,24-31,1,1.5 lakh - 2 lakh,below 650,0.0,0.45599999999999985,0.16216216216216217,0,0,0,0,1,0,0,0,1,0,0,0
175,0.0,2,1,5,1,0,512,france,male,40,146457.83,1 lakh - 1.5 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.32399999999999995,0.2972972972972973,0,0,0,0,0,1,0,0,0,1,0,0
176,133868.21,1,1,7,1,0,484,spain,female,35,27286.1,20k - 50k,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.2679999999999999,0.22972972972972977,1,0,1,0,0,1,0,0,1,0,0,0
177,0.0,2,1,0,1,0,510,france,female,30,130553.47,1 lakh - 1.5 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.31999999999999995,0.16216216216216217,1,0,0,0,1,0,0,0,0,1,0,0
178,190479.48,2,0,5,0,0,606,germany,male,36,179351.89,1.5 lakh - 2 lakh,32-44,1,1.5 lakh - 2 lakh,below 650,0.3333333333333333,0.5119999999999999,0.24324324324324326,0,1,0,0,0,1,0,0,0,1,0,0
179,101993.12,1,1,8,1,0,597,spain,female,40,94774.12,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.4939999999999999,0.2972972972972973,1,0,1,0,0,1,0,0,1,0,0,0
180,161608.81,1,0,3,0,1,754,germany,female,55,8080.85,1k - 20k,45-60,1,1.5 lakh - 2 lakh,700-800,0.0,0.8079999999999999,0.5,1,1,0,0,0,0,1,0,1,0,0,0
181,122311.21,1,1,2,1,0,850,spain,female,45,19482.5,1k - 20k,45-60,1,1 lakh - 1.5 lakh,above 800,0.0,0.9999999999999999,0.36486486486486486,1,0,1,0,0,0,1,0,1,0,0,0
182,0.0,2,1,2,1,0,510,france,male,65,48071.61,20k - 50k,above 60,0,no saving,below 650,0.3333333333333333,0.31999999999999995,0.6351351351351351,0,0,0,0,0,0,0,1,0,1,0,0
183,162150.42,2,0,1,0,0,778,germany,female,45,174531.27,1.5 lakh - 2 lakh,45-60,1,1.5 lakh - 2 lakh,700-800,0.3333333333333333,0.856,0.36486486486486486,1,1,0,0,0,0,1,0,0,1,0,0
184,0.0,2,1,2,1,0,636,france,male,42,55470.78,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.572,0.3243243243243243,0,0,0,0,0,1,0,0,0,1,0,0
185,0.0,1,1,4,1,1,804,france,female,50,8546.87,1k - 20k,45-60,0,no saving,above 800,0.0,0.908,0.4324324324324324,1,0,0,0,0,0,1,0,1,0,0,0
186,0.0,2,0,8,0,0,514,france,male,32,95857.18,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.32799999999999996,0.1891891891891892,0,0,0,0,0,1,0,0,0,1,0,0
187,99010.67,1,0,1,0,0,730,france,female,39,194945.8,1.5 lakh - 2 lakh,32-44,1,50k-1 lakh,700-800,0.0,0.7599999999999999,0.2837837837837838,1,0,0,0,0,1,0,0,1,0,0,0
188,0.0,1,1,0,1,0,525,spain,female,37,131521.72,1 lakh - 1.5 lakh,32-44,0,no saving,below 650,0.0,0.35,0.25675675675675674,1,0,1,0,0,1,0,0,1,0,0,0
189,0.0,2,1,5,1,0,616,spain,male,30,196108.51,1.5 lakh - 2 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.5319999999999999,0.16216216216216217,0,0,1,0,1,0,0,0,0,1,0,0
190,111388.18,2,0,7,0,0,687,germany,female,34,148564.76,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,650-700,0.3333333333333333,0.674,0.21621621621621623,1,1,0,0,0,1,0,0,0,1,0,0
191,56214.85,2,0,8,0,1,715,france,female,41,92982.61,50k - 1 lakh,32-44,1,50k-1 lakh,700-800,0.3333333333333333,0.7299999999999999,0.3108108108108108,1,0,0,0,0,1,0,0,0,1,0,0
192,84327.77,2,0,3,0,0,512,france,female,36,17675.36,1k - 20k,32-44,1,50k-1 lakh,below 650,0.3333333333333333,0.32399999999999995,0.24324324324324326,1,0,0,0,0,1,0,0,0,1,0,0
193,0.0,2,0,1,0,0,479,france,male,40,114996.43,1 lakh - 1.5 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.258,0.2972972972972973,0,0,0,0,0,1,0,0,0,1,0,0
194,93012.89,1,0,8,0,0,601,france,male,32,86957.42,50k - 1 lakh,32-44,1,50k-1 lakh,below 650,0.0,0.5019999999999999,0.1891891891891892,0,0,0,0,0,1,0,0,1,0,0,0
195,61710.44,2,0,9,0,0,580,spain,male,29,128077.8,1 lakh - 1.5 lakh,24-31,1,50k-1 lakh,below 650,0.3333333333333333,0.45999999999999985,0.14864864864864863,0,0,1,0,1,0,0,0,0,1,0,0
196,174790.15,1,1,3,1,0,807,france,male,35,600.36,below 1k,32-44,1,1.5 lakh - 2 lakh,above 800,0.0,0.914,0.22972972972972977,0,0,0,0,0,1,0,0,1,0,0,0
197,0.0,2,1,6,1,0,616,spain,female,32,43001.46,20k - 50k,32-44,0,no saving,below 650,0.3333333333333333,0.5319999999999999,0.1891891891891892,1,0,1,0,0,1,0,0,0,1,0,0
198,107720.64,1,1,3,1,0,721,germany,male,37,158591.12,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.7419999999999999,0.25675675675675674,0,1,0,0,0,1,0,0,1,0,0,0
199,0.0,2,1,10,1,0,501,france,male,57,47847.19,20k - 50k,45-60,0,no saving,below 650,0.3333333333333333,0.30199999999999994,0.527027027027027,0,0,0,0,0,0,1,0,0,1,0,0
200,96423.84,1,0,6,0,0,521,france,male,35,10488.44,1k - 20k,32-44,1,50k-1 lakh,below 650,0.0,0.34199999999999997,0.22972972972972977,0,0,0,0,0,1,0,0,1,0,0,0
201,141040.01,1,1,2,1,0,850,spain,male,30,5978.2,1k - 20k,24-31,1,1 lakh - 1.5 lakh,above 800,0.0,0.9999999999999999,0.16216216216216217,0,0,1,0,1,0,0,0,1,0,0,0
202,105420.18,1,1,4,1,0,759,france,male,42,121409.06,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.818,0.3243243243243243,0,0,0,0,0,1,0,0,1,0,0,0
203,0.0,1,1,5,1,1,516,spain,male,50,146145.93,1 lakh - 1.5 lakh,45-60,0,no saving,below 650,0.0,0.33199999999999996,0.4324324324324324,0,0,1,0,0,0,1,0,1,0,0,0
204,129022.06,2,1,2,1,1,711,france,female,38,14374.86,1k - 20k,32-44,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.7219999999999999,0.27027027027027034,1,0,0,0,0,1,0,0,0,1,0,0
205,176666.62,1,0,3,0,0,512,spain,male,33,94670.77,50k - 1 lakh,32-44,1,1.5 lakh - 2 lakh,below 650,0.0,0.32399999999999995,0.2027027027027027,0,0,1,0,0,1,0,0,1,0,0,0
206,0.0,1,1,3,1,0,550,france,male,37,179670.31,1.5 lakh - 2 lakh,32-44,0,no saving,below 650,0.0,0.4,0.25675675675675674,0,0,0,0,0,1,0,0,1,0,0,0
207,89763.84,1,0,3,0,1,608,spain,female,41,199304.74,1.5 lakh - 2 lakh,32-44,1,50k-1 lakh,below 650,0.0,0.5159999999999999,0.3108108108108108,1,0,1,0,0,1,0,0,1,0,0,0
208,134954.53,1,1,5,1,0,618,france,male,34,151954.39,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.5359999999999999,0.21621621621621623,0,0,0,0,0,1,0,0,1,0,0,0
209,0.0,1,0,5,0,1,643,france,male,45,142513.5,1 lakh - 1.5 lakh,45-60,0,no saving,below 650,0.0,0.586,0.36486486486486486,0,0,0,0,0,0,1,0,1,0,0,0
210,106376.85,1,1,2,1,0,671,france,male,45,158264.62,1.5 lakh - 2 lakh,45-60,1,1 lakh - 1.5 lakh,650-700,0.0,0.642,0.36486486486486486,0,0,0,0,0,0,1,0,1,0,0,0
211,161814.64,2,0,2,0,0,689,germany,male,33,169381.9,1.5 lakh - 2 lakh,32-44,1,1.5 lakh - 2 lakh,650-700,0.3333333333333333,0.678,0.2027027027027027,0,1,0,0,0,1,0,0,0,1,0,0
212,0.0,2,1,8,1,0,603,france,male,31,169915.02,1.5 lakh - 2 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.5059999999999999,0.1756756756756757,0,0,0,0,1,0,0,0,0,1,0,0
213,0.0,2,0,9,0,0,620,france,female,41,88852.47,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.5399999999999999,0.3108108108108108,1,0,0,0,0,1,0,0,0,1,0,0
214,63095.01,1,1,1,1,0,676,france,female,34,40645.81,20k - 50k,32-44,1,50k-1 lakh,650-700,0.0,0.652,0.21621621621621623,1,0,0,0,0,1,0,0,1,0,0,0
215,118287.01,2,0,4,0,0,572,germany,male,26,60427.3,50k - 1 lakh,24-31,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.44400000000000006,0.10810810810810811,0,1,0,0,1,0,0,0,0,1,0,0
216,106854.21,1,1,7,1,1,668,germany,male,47,157959.02,1.5 lakh - 2 lakh,45-60,1,1 lakh - 1.5 lakh,650-700,0.0,0.636,0.39189189189189194,0,1,0,0,0,0,1,0,1,0,0,0
217,49512.55,1,0,7,0,0,695,france,male,46,133007.34,1 lakh - 1.5 lakh,45-60,1,0-50k,650-700,0.0,0.6900000000000001,0.37837837837837845,0,0,0,0,0,0,1,0,1,0,0,0
218,0.0,2,0,9,0,0,730,spain,female,33,176576.62,1.5 lakh - 2 lakh,32-44,0,no saving,700-800,0.3333333333333333,0.7599999999999999,0.2027027027027027,1,0,1,0,0,1,0,0,0,1,0,0
219,105799.32,2,0,1,0,1,807,france,male,43,34888.04,20k - 50k,32-44,1,1 lakh - 1.5 lakh,above 800,0.3333333333333333,0.914,0.3378378378378379,0,0,0,0,0,1,0,0,0,1,0,0
220,0.0,1,1,8,1,1,592,france,male,54,28737.71,20k - 50k,45-60,0,no saving,below 650,0.0,0.4839999999999999,0.48648648648648657,0,0,0,0,0,0,1,0,1,0,0,0
221,114722.05,2,1,9,1,0,726,france,female,31,98178.57,50k - 1 lakh,24-31,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.7519999999999999,0.1756756756756757,1,0,0,0,1,0,0,0,0,1,0,0
222,0.0,1,1,7,1,0,514,spain,male,30,125010.24,1 lakh - 1.5 lakh,24-31,0,no saving,below 650,0.0,0.32799999999999996,0.16216216216216217,0,0,1,0,1,0,0,0,1,0,0,0
223,0.0,2,1,2,1,0,567,france,male,42,167984.61,1.5 lakh - 2 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.43400000000000005,0.3243243243243243,0,0,0,0,0,1,0,0,0,1,0,0
224,0.0,1,0,10,0,1,850,france,male,33,4861.72,1k - 20k,32-44,0,no saving,above 800,0.0,0.9999999999999999,0.2027027027027027,0,0,0,0,0,1,0,0,1,0,0,0
225,99564.22,1,1,6,1,1,671,germany,male,45,108872.45,1 lakh - 1.5 lakh,45-60,1,50k-1 lakh,650-700,0.0,0.642,0.36486486486486486,0,1,0,0,0,0,1,0,1,0,0,0
226,170557.91,2,0,4,0,0,670,france,male,37,198252.88,1.5 lakh - 2 lakh,32-44,1,1.5 lakh - 2 lakh,650-700,0.3333333333333333,0.64,0.25675675675675674,0,0,0,0,0,1,0,0,0,1,0,0
227,0.0,2,1,9,1,0,694,france,female,30,26960.31,20k - 50k,24-31,0,no saving,650-700,0.3333333333333333,0.6880000000000001,0.16216216216216217,1,0,0,0,1,0,0,0,0,1,0,0
228,74596.15,3,1,6,1,1,547,germany,female,39,85746.52,50k - 1 lakh,32-44,1,50k-1 lakh,below 650,0.6666666666666667,0.394,0.2837837837837838,1,1,0,0,0,1,0,0,0,0,1,0
229,96888.39,1,0,2,0,1,751,germany,male,50,77206.25,50k - 1 lakh,45-60,1,50k-1 lakh,700-800,0.0,0.8019999999999999,0.4324324324324324,0,1,0,0,0,0,1,0,1,0,0,0
230,130830.22,1,0,3,0,0,594,germany,female,29,61048.53,50k - 1 lakh,24-31,1,1 lakh - 1.5 lakh,below 650,0.0,0.4879999999999999,0.14864864864864863,1,1,0,0,1,0,0,0,1,0,0,0
231,0.0,2,1,1,1,0,673,france,male,72,111981.19,1 lakh - 1.5 lakh,above 60,0,no saving,650-700,0.3333333333333333,0.646,0.7297297297297298,0,0,0,0,0,0,0,1,0,1,0,0
232,0.0,2,0,0,0,0,610,france,male,40,62232.6,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.5199999999999999,0.2972972972972973,0,0,0,0,0,1,0,0,0,1,0,0
233,0.0,2,1,1,1,0,512,france,female,37,156105.03,1.5 lakh - 2 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.32399999999999995,0.25675675675675674,1,0,0,0,0,1,0,0,0,1,0,0
234,119714.25,2,1,3,1,0,767,germany,male,20,150135.38,1.5 lakh - 2 lakh,18-20,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.834,0.02702702702702703,0,1,0,0,0,0,0,0,0,1,0,0
235,113978.97,2,1,5,1,0,585,france,female,67,93146.11,50k - 1 lakh,above 60,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.46999999999999986,0.6621621621621623,1,0,0,0,0,0,0,1,0,1,0,0
236,100160.75,1,0,6,0,1,763,germany,male,42,33462.94,20k - 50k,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.826,0.3243243243243243,0,1,0,0,0,1,0,0,1,0,0,0
237,0.0,1,1,2,1,0,712,france,female,29,144375.0,1 lakh - 1.5 lakh,24-31,0,no saving,700-800,0.0,0.7239999999999999,0.14864864864864863,1,0,0,0,1,0,0,0,1,0,0,0
238,116220.5,3,0,3,0,1,539,germany,female,43,55803.96,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.6666666666666667,0.378,0.3378378378378379,1,1,0,0,0,1,0,0,0,0,1,0
239,0.0,3,0,2,0,1,668,france,female,46,89048.46,50k - 1 lakh,45-60,0,no saving,650-700,0.6666666666666667,0.636,0.37837837837837845,1,0,0,0,0,0,1,0,0,0,1,0
240,81173.83,2,1,2,1,0,703,france,male,28,162812.16,1.5 lakh - 2 lakh,24-31,1,50k-1 lakh,700-800,0.3333333333333333,0.7060000000000001,0.13513513513513514,0,0,0,0,1,0,0,0,0,1,0,0
241,0.0,2,0,4,0,0,662,spain,male,38,136259.65,1 lakh - 1.5 lakh,32-44,0,no saving,650-700,0.3333333333333333,0.624,0.27027027027027034,0,0,1,0,0,1,0,0,0,1,0,0
242,116803.8,1,0,5,0,0,725,germany,female,39,124052.97,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.7499999999999999,0.2837837837837838,1,1,0,0,0,1,0,0,1,0,0,0
243,105961.68,2,1,8,1,0,703,france,male,37,74158.8,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.7060000000000001,0.25675675675675674,0,0,0,0,0,1,0,0,0,1,0,0
244,117411.6,1,1,6,1,1,659,germany,male,67,45071.09,20k - 50k,above 60,1,1 lakh - 1.5 lakh,650-700,0.0,0.618,0.6621621621621623,0,1,0,0,0,0,0,1,1,0,0,0
245,0.0,2,0,7,0,0,523,spain,male,34,62030.06,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.346,0.21621621621621623,0,0,1,0,0,1,0,0,0,1,0,0
246,123497.58,1,0,10,0,1,635,france,female,40,131953.23,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.57,0.2972972972972973,1,0,0,0,0,1,0,0,1,0,0,0
247,152400.51,2,0,7,0,0,772,germany,male,26,79414.0,50k - 1 lakh,24-31,1,1.5 lakh - 2 lakh,700-800,0.3333333333333333,0.844,0.10810810810810811,0,1,0,0,1,0,0,0,0,1,0,0
248,0.0,2,1,1,1,0,545,france,female,26,199638.56,1.5 lakh - 2 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.39,0.10810810810810811,1,0,0,0,1,0,0,0,0,1,0,0
249,103097.85,1,1,8,1,0,634,germany,male,24,157577.29,1.5 lakh - 2 lakh,24-31,1,1 lakh - 1.5 lakh,below 650,0.0,0.568,0.08108108108108109,0,1,0,0,1,0,0,0,1,0,0,0
250,126418.14,1,0,8,0,1,739,germany,male,54,134420.75,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,700-800,0.0,0.7779999999999999,0.48648648648648657,0,1,0,0,0,0,1,0,1,0,0,0
251,77846.9,1,0,5,0,0,771,germany,female,36,99805.99,50k - 1 lakh,32-44,1,50k-1 lakh,700-800,0.0,0.842,0.24324324324324326,1,1,0,0,0,1,0,0,1,0,0,0
252,0.0,2,1,1,1,0,587,spain,female,34,97932.68,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.47399999999999987,0.21621621621621623,1,0,1,0,0,1,0,0,0,1,0,0
253,0.0,2,1,0,1,0,681,france,female,79,170968.99,1.5 lakh - 2 lakh,above 60,0,no saving,650-700,0.3333333333333333,0.662,0.8243243243243243,1,0,0,0,0,0,0,1,0,1,0,0
254,79731.91,1,1,2,1,0,544,germany,male,37,57558.95,50k - 1 lakh,32-44,1,50k-1 lakh,below 650,0.0,0.388,0.25675675675675674,0,1,0,0,0,1,0,0,1,0,0,0
255,0.0,1,0,8,0,0,696,spain,male,28,176713.47,1.5 lakh - 2 lakh,24-31,0,no saving,650-700,0.0,0.6920000000000001,0.13513513513513514,0,0,1,0,1,0,0,0,1,0,0,0
256,0.0,2,1,0,1,0,766,spain,male,41,34283.23,20k - 50k,32-44,0,no saving,700-800,0.3333333333333333,0.832,0.3108108108108108,0,0,1,0,0,1,0,0,0,1,0,0
